,Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date
7512,TXN_7947711,Salad,3,5.0,15.0,Digital Wallet,Takeaway,2023-12-06
7513,TXN_6774688,Salad,1,5.0,5.0,Credit Card,DK/NS,2023-01-18
7514,TXN_3949676,Juice,4,3.0,12.0,Credit Card,In-store,2023-12-21
7515,TXN_4283693,Salad,2,5.0,10.0,Cash,In-store,2023-01-05
7516,TXN_2274945,Sandwich,4,4.0,16.0,Cash,In-store,2023-03-29
7517,TXN_5757196,Juice,5,3.0,15.0,DK/NS,In-store,
7518,TXN_6787259,Sandwich,2,4.0,8.0,Credit Card,In-store,2023-08-18
7519,TXN_7062893,Smoothie,2,4.0,8.0,Digital Wallet,In-store,2023-10-15
7520,TXN_7482834,Sandwich,5,4.0,20.0,DK/NS,In-store,2023-05-16
7521,TXN_8533584,Cookie,2,1.0,2.0,Cash,Takeaway,2023-03-11
7522,TXN_4311369,Smoothie,2,4.0,8.0,Digital Wallet,Takeaway,2023-08-18
7523,TXN_7123353,Cookie,4,1.0,4.0,DK/NS,In-store,2023-02-08
7524,TXN_8230414,Sandwich,4,4.0,16.0,Cash,DK/NS,2023-11-20
7525,TXN_3738314,Sandwich,4,4.0,16.0,DK/NS,DK/NS,2023-08-06
7526,TXN_3200434,Cake,4,3.0,12.0,DK/NS,DK/NS,2023-02-18
7527,TXN_7485706,Cookie,5,1.0,5.0,Credit Card,Takeaway,2023-11-15
7528,TXN_9908225,Smoothie,5,4.0,20.0,Credit Card,In-store,2023-01-04
7529,TXN_7163533,Smoothie,4,4.0,16.0,Credit Card,Takeaway,2023-08-17
7530,TXN_6867995,Cookie,3,1.0,3.0,Digital Wallet,In-store,2023-10-15
7531,TXN_9563685,Salad,1,5.0,5.0,Credit Card,DK/NS,2023-07-28
7532,TXN_3345675,Cookie,4,1.0,4.0,DK/NS,DK/NS,2023-09-23
7533,TXN_9890734,Smoothie,4,4.0,16.0,DK/NS,Takeaway,2023-04-17
7534,TXN_7697294,Smoothie,3,4.0,12.0,DK/NS,DK/NS,2023-01-17
7535,TXN_5256055,Salad,5,5.0,25.0,Credit Card,Takeaway,2023-02-07
7536,TXN_3399674,Smoothie,5,4.0,20.0,Digital Wallet,DK/NS,2023-12-09
7537,TXN_6067979,Sandwich,1,4.0,4.0,Credit Card,In-store,2023-07-29
7538,TXN_4340811,Cake,5,3.0,15.0,DK/NS,In-store,2023-04-15
7539,TXN_6515226,Juice,1,3.0,3.0,Digital Wallet,DK/NS,2023-01-05
7540,TXN_6069730,Juice,1,3.0,3.0,Cash,In-store,2023-02-05
7541,TXN_2396191,Juice,4,3.0,12.0,Credit Card,DK/NS,2023-05-12
7542,TXN_5223162,Juice,3,3.0,9.0,Digital Wallet,DK/NS,2023-10-29
7543,TXN_4224401,Salad,3,5.0,15.0,Digital Wallet,In-store,2023-12-18
7544,TXN_9298882,Sandwich,3,4.0,12.0,DK/NS,DK/NS,2023-01-13
7545,TXN_1048616,Tea,1,1.5,1.5,Cash,DK/NS,2023-10-10
7546,TXN_5896141,Smoothie,5,4.0,20.0,DK/NS,In-store,2023-03-08
7547,TXN_8549341,Cake,5,3.0,15.0,Cash,Takeaway,
7548,TXN_6929664,Coffee,1,2.0,2.0,DK/NS,Takeaway,2023-03-05
7549,TXN_1570632,Sandwich,5,4.0,20.0,Digital Wallet,DK/NS,2023-02-28
7550,TXN_4650811,Tea,5,1.5,7.5,Cash,DK/NS,2023-09-26
7551,TXN_9858152,Smoothie,2,4.0,8.0,Digital Wallet,In-store,2023-01-28
7552,TXN_2666773,Juice,3,3.0,9.0,Credit Card,DK/NS,2023-06-29
7553,TXN_1387062,DK/NS,5,4.0,20.0,Credit Card,DK/NS,2023-08-22
7554,TXN_4060332,Smoothie,3,4.0,12.0,Credit Card,Takeaway,2023-07-10
7555,TXN_2780349,Coffee,5,2.0,10.0,Cash,DK/NS,2023-11-12
7556,TXN_5923474,Cake,4,3.0,12.0,DK/NS,In-store,
7557,TXN_2905218,Smoothie,5,4.0,20.0,Cash,In-store,2023-09-03
7558,TXN_2041190,Juice,1,3.0,3.0,Digital Wallet,DK/NS,2023-11-04
7559,TXN_8269366,Sandwich,1,4.0,4.0,DK/NS,DK/NS,2023-10-31
7560,TXN_8277583,Cookie,5,1.0,5.0,Digital Wallet,Takeaway,2023-08-15
7561,TXN_3785049,Sandwich,4,4.0,16.0,DK/NS,DK/NS,2023-11-26
7562,TXN_8819928,Coffee,5,2.0,10.0,DK/NS,DK/NS,2023-06-03
7563,TXN_2078317,Tea,1,1.5,1.5,Cash,In-store,2023-09-21
7564,TXN_8657361,Coffee,4,2.0,8.0,DK/NS,Takeaway,2023-01-24
7565,TXN_4442954,Coffee,2,2.0,4.0,Cash,DK/NS,2023-12-15
7566,TXN_8076449,Juice,3,3.0,9.0,DK/NS,Takeaway,
7567,TXN_1560873,Cookie,2,1.0,2.0,DK/NS,Takeaway,2023-07-19
7568,TXN_7057481,Smoothie,3,4.0,12.0,Cash,In-store,2023-07-11
7569,TXN_6869767,Smoothie,2,4.0,8.0,Digital Wallet,Takeaway,2023-06-06
7570,TXN_3705445,Cookie,5,1.0,5.0,Cash,In-store,2023-09-13
7571,TXN_9714665,Salad,1,5.0,5.0,DK/NS,Takeaway,2023-11-11
7572,TXN_4155770,Salad,5,5.0,25.0,DK/NS,In-store,2023-09-20
7573,TXN_1828494,Juice,2,3.0,6.0,Digital Wallet,Takeaway,2023-07-21
7574,TXN_5992635,Coffee,4,2.0,8.0,Digital Wallet,Takeaway,
7575,TXN_6011304,Cake,4,3.0,12.0,Cash,DK/NS,2023-11-20
7576,TXN_6223157,Salad,1,5.0,5.0,DK/NS,Takeaway,2023-09-13
7577,TXN_8526084,Cake,5,3.0,15.0,DK/NS,Takeaway,2023-03-05
7578,TXN_3509609,Smoothie,3,4.0,12.0,Digital Wallet,Takeaway,2023-12-25
7579,TXN_4276442,Cake,4,3.0,12.0,Credit Card,In-store,2023-01-25
7580,TXN_4532475,Coffee,1,2.0,2.0,Digital Wallet,DK/NS,2023-04-23
7581,TXN_7956243,Cake,4,3.0,12.0,Cash,Takeaway,2023-05-23
7582,TXN_4798335,Sandwich,5,4.0,20.0,DK/NS,Takeaway,2023-02-16
7583,TXN_9336674,Salad,4,5.0,20.0,DK/NS,DK/NS,2023-01-18
7584,TXN_5257169,Juice,4,3.0,12.0,Credit Card,DK/NS,2023-01-12
7585,TXN_5929633,Cake,3,3.0,9.0,DK/NS,In-store,2023-02-27
7586,TXN_9323014,Cookie,3,1.0,3.0,DK/NS,In-store,2023-08-15
7587,TXN_5764902,Tea,5,1.5,7.5,DK/NS,Takeaway,2023-03-22
7588,TXN_1473693,Smoothie,4,4.0,16.0,DK/NS,Takeaway,2023-05-14
7589,TXN_3827851,Coffee,1,2.0,2.0,DK/NS,DK/NS,2023-01-09
7590,TXN_9087746,Coffee,4,2.0,8.0,Digital Wallet,DK/NS,2023-04-03
7591,TXN_3709853,Smoothie,2,4.0,8.0,Credit Card,Takeaway,2023-08-21
7592,TXN_9665245,Cookie,1,1.0,1.0,DK/NS,Takeaway,2023-10-17
7593,TXN_9486849,Cake,1,3.0,3.0,Cash,Takeaway,2023-03-17
7594,TXN_7581536,Smoothie,2,4.0,8.0,Cash,DK/NS,2023-12-29
7595,TXN_1408709,Smoothie,5,4.0,20.0,Cash,Takeaway,2023-04-14
7596,TXN_6494850,Coffee,2,2.0,4.0,Cash,DK/NS,2023-07-08
7597,TXN_4003040,Cookie,4,1.0,4.0,Credit Card,In-store,2023-09-12
7598,TXN_1021087,Sandwich,1,4.0,4.0,DK/NS,DK/NS,2023-11-01
7600,TXN_2530326,Sandwich,5,4.0,20.0,DK/NS,In-store,2023-05-06
7601,TXN_1309653,Salad,2,5.0,10.0,Cash,In-store,
7602,TXN_9781679,Sandwich,2,4.0,8.0,Credit Card,Takeaway,2023-09-08
7603,TXN_8208915,Juice,2,3.0,6.0,Cash,DK/NS,2023-05-09
7604,TXN_5499117,Salad,4,5.0,20.0,Digital Wallet,DK/NS,2023-07-16
7605,TXN_8566499,Salad,5,5.0,25.0,Digital Wallet,In-store,2023-12-27
7606,TXN_8510450,DK/NS,4,3.0,12.0,DK/NS,DK/NS,2023-01-04
7607,TXN_9370771,Juice,5,3.0,15.0,Cash,In-store,2023-08-21
7608,TXN_5914284,Coffee,2,2.0,4.0,Credit Card,Takeaway,2023-06-25
7609,TXN_9590819,Coffee,3,2.0,6.0,DK/NS,In-store,2023-11-21
7610,TXN_9878649,Smoothie,5,4.0,20.0,Cash,Takeaway,2023-09-18
7611,TXN_5909816,Juice,5,3.0,15.0,Cash,Takeaway,2023-09-19
7612,TXN_9461980,Salad,1,5.0,5.0,Credit Card,In-store,2023-04-14
7613,TXN_8090470,Sandwich,4,4.0,16.0,Digital Wallet,Takeaway,2023-11-18
7614,TXN_9041473,Smoothie,2,4.0,8.0,Digital Wallet,DK/NS,
7615,TXN_6052534,Salad,4,5.0,20.0,Cash,DK/NS,2023-02-19
7616,TXN_1392546,Cake,2,3.0,6.0,Digital Wallet,In-store,2023-12-06
7617,TXN_8128146,DK/NS,2,3.0,6.0,Cash,In-store,2023-05-16
7618,TXN_2119325,Cake,5,3.0,15.0,DK/NS,In-store,2023-11-13
7619,TXN_9067752,Smoothie,2,4.0,8.0,Digital Wallet,Takeaway,2023-04-24
7620,TXN_8211133,Tea,2,1.5,3.0,DK/NS,Takeaway,2023-08-31
7621,TXN_2331025,Cookie,2,1.0,2.0,Cash,DK/NS,2023-04-28
7622,TXN_3543133,Tea,2,1.5,3.0,DK/NS,DK/NS,2023-04-08
7623,TXN_2640771,Cookie,2,1.0,2.0,Digital Wallet,Takeaway,2023-01-27
7624,TXN_1103883,Cookie,5,1.0,5.0,Credit Card,DK/NS,2023-08-09
7625,TXN_8593064,Smoothie,4,4.0,16.0,Cash,Takeaway,2023-03-12
7626,TXN_1803599,DK/NS,1,4.0,4.0,Digital Wallet,Takeaway,2023-08-30
7627,TXN_2873573,Coffee,3,2.0,6.0,DK/NS,In-store,2023-01-11
7628,TXN_9223045,Tea,5,1.5,7.5,Credit Card,In-store,2023-10-29
7629,TXN_9502424,DK/NS,4,3.0,12.0,Cash,DK/NS,2023-09-06
7630,TXN_8659330,Tea,4,1.5,6.0,Credit Card,Takeaway,2023-08-20
7631,TXN_5615754,Smoothie,5,4.0,20.0,Digital Wallet,Takeaway,2023-04-16
7632,TXN_2898571,Smoothie,3,4.0,12.0,DK/NS,DK/NS,2023-05-10
7633,TXN_1584851,Smoothie,1,4.0,4.0,Credit Card,DK/NS,2023-04-10
7634,TXN_9430262,Coffee,5,2.0,10.0,DK/NS,DK/NS,2023-03-16
7635,TXN_9042309,Coffee,2,2.0,4.0,Cash,DK/NS,2023-12-03
7636,TXN_4816652,Sandwich,1,4.0,4.0,DK/NS,DK/NS,2023-07-17
7637,TXN_8127929,Cookie,5,1.0,5.0,Credit Card,Takeaway,2023-10-08
7638,TXN_8567172,Coffee,3,2.0,6.0,DK/NS,In-store,2023-02-05
7639,TXN_2317867,Tea,5,1.5,7.5,Cash,In-store,2023-01-23
7640,TXN_4416436,Coffee,3,2.0,6.0,Digital Wallet,DK/NS,2023-05-17
7641,TXN_7467621,Salad,4,5.0,20.0,Credit Card,Takeaway,2023-01-28
7642,TXN_5005999,Salad,4,5.0,20.0,Cash,DK/NS,2023-01-09
7643,TXN_8664295,Smoothie,2,4.0,8.0,Credit Card,DK/NS,2023-02-23
7644,TXN_4831311,Coffee,2,2.0,4.0,Cash,Takeaway,2023-07-15
7645,TXN_2528186,Coffee,2,2.0,4.0,Cash,DK/NS,2023-06-17
7646,TXN_4971093,Smoothie,4,4.0,16.0,DK/NS,Takeaway,2023-03-27
7647,TXN_3602272,Smoothie,3,4.0,12.0,Digital Wallet,Takeaway,2023-02-15
7648,TXN_4913329,Coffee,5,2.0,10.0,Credit Card,Takeaway,2023-10-30
7649,TXN_8830809,Sandwich,5,4.0,20.0,Digital Wallet,In-store,2023-07-31
7650,TXN_7223387,Juice,3,3.0,9.0,Cash,DK/NS,2023-12-17
7651,TXN_1629092,Cookie,3,1.0,3.0,Credit Card,DK/NS,2023-02-13
7652,TXN_4363360,Smoothie,1,4.0,4.0,Credit Card,DK/NS,2023-12-22
7653,TXN_9689507,Salad,3,5.0,15.0,Cash,In-store,2023-06-10
7654,TXN_3317406,Sandwich,3,4.0,12.0,DK/NS,Takeaway,2023-01-04
7655,TXN_9662632,Salad,4,5.0,20.0,Digital Wallet,In-store,2023-08-10
7656,TXN_1364211,Salad,2,5.0,10.0,DK/NS,In-store,2023-03-08
7657,TXN_1102876,Cookie,1,1.0,1.0,Cash,DK/NS,
7658,TXN_2673294,Coffee,3,2.0,6.0,Cash,DK/NS,2023-11-11
7659,TXN_2112848,Cookie,4,1.0,4.0,Credit Card,In-store,2023-10-16
7660,TXN_1801691,Salad,1,5.0,5.0,DK/NS,Takeaway,2023-05-18
7661,TXN_6424195,Coffee,3,2.0,6.0,DK/NS,Takeaway,2023-09-14
7662,TXN_7854162,Cake,5,3.0,15.0,Digital Wallet,DK/NS,
7663,TXN_6923480,Coffee,3,2.0,6.0,Cash,Takeaway,2023-10-27
7664,TXN_7416669,Tea,3,1.5,4.5,DK/NS,DK/NS,2023-09-28
7665,TXN_3693990,Cookie,2,1.0,2.0,DK/NS,In-store,2023-07-19
7666,TXN_8652632,Tea,1,1.5,1.5,Digital Wallet,DK/NS,2023-01-12
7667,TXN_4141765,Cake,5,3.0,15.0,DK/NS,DK/NS,2023-12-17
7668,TXN_8180793,Cookie,4,1.0,4.0,Digital Wallet,DK/NS,2023-11-17
7669,TXN_8875195,Sandwich,5,4.0,20.0,Credit Card,In-store,2023-08-21
7670,TXN_9928552,Sandwich,5,4.0,20.0,Credit Card,Takeaway,2023-06-13
7671,TXN_3456748,Juice,2,3.0,6.0,Cash,In-store,2023-01-30
7672,TXN_5680687,Salad,4,5.0,20.0,Credit Card,DK/NS,2023-11-22
7673,TXN_9349736,Sandwich,5,4.0,20.0,Cash,DK/NS,2023-03-18
7674,TXN_7558010,Juice,4,3.0,12.0,DK/NS,DK/NS,2023-03-27
7675,TXN_8172897,Cookie,3,1.0,3.0,DK/NS,Takeaway,2023-03-14
7676,TXN_8540794,Cake,4,3.0,12.0,Cash,DK/NS,2023-04-06
7677,TXN_5966744,Tea,3,1.5,4.5,DK/NS,In-store,2023-12-13
7678,TXN_3132921,Tea,5,1.5,7.5,Credit Card,In-store,2023-01-10
7679,TXN_7029719,Salad,2,5.0,10.0,Digital Wallet,DK/NS,2023-06-18
7680,TXN_3912440,Tea,2,1.5,3.0,DK/NS,In-store,2023-05-21
7681,TXN_4276702,Cookie,1,1.0,1.0,Credit Card,In-store,2023-11-17
7682,TXN_7657615,Juice,3,3.0,9.0,Credit Card,DK/NS,2023-07-17
7683,TXN_4020074,Cookie,3,1.0,3.0,DK/NS,DK/NS,2023-03-01
7684,TXN_8942747,Cookie,5,1.0,5.0,DK/NS,Takeaway,2023-12-14
7685,TXN_3902815,Juice,5,3.0,15.0,DK/NS,DK/NS,2023-06-28
7686,TXN_8235042,DK/NS,1,4.0,4.0,Credit Card,DK/NS,
7687,TXN_6218380,Cookie,4,1.0,4.0,Cash,In-store,2023-02-07
7688,TXN_6905143,Coffee,5,2.0,10.0,Cash,DK/NS,2023-08-09
7689,TXN_3839691,Coffee,4,2.0,8.0,Credit Card,In-store,2023-02-13
7690,TXN_4866254,Salad,4,5.0,20.0,Cash,DK/NS,2023-03-18
7691,TXN_8935781,Coffee,2,2.0,4.0,DK/NS,DK/NS,2023-09-10
7692,TXN_2559020,Cake,1,3.0,3.0,Digital Wallet,Takeaway,2023-07-20
7693,TXN_8607376,Coffee,5,2.0,10.0,Cash,In-store,2023-06-13
7694,TXN_5858713,Cookie,2,1.0,2.0,Credit Card,In-store,2023-03-05
7695,TXN_7064604,Coffee,3,2.0,6.0,Digital Wallet,DK/NS,2023-03-26
7696,TXN_3312690,Cookie,3,1.0,3.0,Credit Card,In-store,2023-03-01
7697,TXN_1547555,Smoothie,3,4.0,12.0,DK/NS,Takeaway,
7698,TXN_8687088,Cookie,2,1.0,2.0,Credit Card,In-store,2023-05-11
7699,TXN_3440487,Coffee,5,2.0,10.0,Cash,DK/NS,2023-10-22
7700,TXN_9618881,Coffee,5,2.0,10.0,DK/NS,DK/NS,2023-02-15
7701,TXN_5139074,Cake,1,3.0,3.0,Digital Wallet,Takeaway,2023-11-16
7702,TXN_2799785,Juice,1,3.0,3.0,Cash,DK/NS,2023-01-25
7703,TXN_4466681,Coffee,2,2.0,4.0,Cash,Takeaway,2023-01-12
7704,TXN_9292025,Salad,2,5.0,10.0,Digital Wallet,In-store,2023-03-25
7705,TXN_8155535,Cake,1,3.0,3.0,DK/NS,Takeaway,2023-03-13
7706,TXN_5301926,Cake,1,3.0,3.0,Digital Wallet,Takeaway,2023-11-13
7707,TXN_3307518,Juice,5,3.0,15.0,Cash,Takeaway,
7708,TXN_2379467,Coffee,5,2.0,10.0,DK/NS,DK/NS,2023-04-01
7709,TXN_1837617,Juice,3,3.0,9.0,DK/NS,DK/NS,2023-01-16
7710,TXN_3454881,Salad,1,5.0,5.0,Cash,In-store,2023-11-29
7711,TXN_4472969,Juice,1,3.0,3.0,Credit Card,DK/NS,2023-09-15
7712,TXN_1905459,Smoothie,3,4.0,12.0,Digital Wallet,DK/NS,2023-08-18
7713,TXN_8799945,Coffee,2,2.0,4.0,Cash,DK/NS,2023-11-24
7714,TXN_4361614,Smoothie,2,4.0,8.0,DK/NS,Takeaway,2023-04-28
7715,TXN_1665056,Salad,5,5.0,25.0,Cash,DK/NS,2023-01-05
7716,TXN_2904046,Smoothie,1,4.0,4.0,Credit Card,In-store,2023-12-11
7717,TXN_9743274,Tea,5,1.5,7.5,DK/NS,DK/NS,2023-01-25
7718,TXN_5518232,Salad,3,5.0,15.0,DK/NS,Takeaway,2023-05-01
7719,TXN_3770267,Cake,2,3.0,6.0,DK/NS,DK/NS,2023-10-21
7720,TXN_7177709,Juice,5,3.0,15.0,DK/NS,Takeaway,2023-03-08
7721,TXN_6246494,Coffee,3,2.0,6.0,DK/NS,In-store,2023-03-31
7722,TXN_6540200,Tea,2,1.5,3.0,Digital Wallet,In-store,2023-10-23
7723,TXN_7486118,Sandwich,4,4.0,16.0,DK/NS,Takeaway,2023-05-22
7724,TXN_5424614,Cake,1,3.0,3.0,DK/NS,In-store,2023-11-12
7725,TXN_6271598,Juice,5,3.0,15.0,Cash,DK/NS,2023-08-18
7726,TXN_7562313,Cake,2,3.0,6.0,DK/NS,DK/NS,2023-12-15
7727,TXN_9188774,Tea,1,1.5,1.5,Digital Wallet,Takeaway,2023-04-14
7728,TXN_9685716,Cookie,2,1.0,2.0,Digital Wallet,DK/NS,2023-02-26
7729,TXN_7493800,Cake,5,3.0,15.0,Credit Card,Takeaway,2023-08-16
7730,TXN_6833564,Smoothie,5,4.0,20.0,DK/NS,DK/NS,2023-04-21
7731,TXN_9411395,Coffee,5,2.0,10.0,DK/NS,DK/NS,2023-05-12
7732,TXN_8413251,Sandwich,3,4.0,12.0,Cash,Takeaway,2023-08-18
7733,TXN_6990331,Juice,1,3.0,3.0,Digital Wallet,DK/NS,2023-07-30
7734,TXN_6007721,DK/NS,4,4.0,16.0,Cash,In-store,2023-08-21
7735,TXN_2107161,Cookie,4,1.0,4.0,Credit Card,DK/NS,
7736,TXN_2715086,Juice,2,3.0,6.0,Cash,DK/NS,2023-11-03
7737,TXN_1444932,Smoothie,1,4.0,4.0,Cash,In-store,2023-05-24
7738,TXN_2747156,Cookie,1,1.0,1.0,DK/NS,In-store,2023-01-29
7739,TXN_6901094,Salad,1,5.0,5.0,Cash,In-store,
7740,TXN_5065748,Cake,5,3.0,15.0,Credit Card,In-store,2023-07-19
7741,TXN_8014645,Cake,2,3.0,6.0,Cash,Takeaway,2023-07-06
7742,TXN_2910247,Smoothie,4,4.0,16.0,Digital Wallet,DK/NS,2023-12-02
7743,TXN_2111973,Tea,4,1.5,6.0,Digital Wallet,In-store,
7744,TXN_3251591,Sandwich,3,4.0,12.0,DK/NS,Takeaway,2023-01-26
7745,TXN_4549977,Cookie,1,1.0,1.0,Cash,DK/NS,2023-08-21
7746,TXN_1736294,Coffee,3,2.0,6.0,Digital Wallet,DK/NS,2023-09-06
7747,TXN_1698600,Salad,4,5.0,20.0,Cash,Takeaway,2023-07-31
7748,TXN_3463568,Salad,2,5.0,10.0,Digital Wallet,In-store,2023-04-12
7749,TXN_6773319,Tea,4,1.5,6.0,DK/NS,Takeaway,2023-05-03
7750,TXN_5504920,Cake,5,3.0,15.0,Cash,Takeaway,2023-09-30
7751,TXN_8392086,Smoothie,4,4.0,16.0,DK/NS,DK/NS,2023-07-12
7752,TXN_9968926,Juice,2,3.0,6.0,Digital Wallet,Takeaway,2023-03-15
7753,TXN_4719069,Juice,2,3.0,6.0,Digital Wallet,DK/NS,2023-01-04
7754,TXN_3809941,Cookie,4,1.0,4.0,Credit Card,DK/NS,2023-11-01
7755,TXN_1935119,Coffee,4,2.0,8.0,Credit Card,Takeaway,2023-07-15
7756,TXN_8246369,Juice,1,3.0,3.0,Credit Card,DK/NS,2023-10-16
7757,TXN_2009782,Salad,5,5.0,25.0,Credit Card,DK/NS,2023-05-11
7758,TXN_4635230,Sandwich,3,4.0,12.0,DK/NS,In-store,2023-06-10
7759,TXN_9583176,Cookie,5,1.0,5.0,DK/NS,In-store,2023-05-03
7760,TXN_6784478,Cookie,2,1.0,2.0,Credit Card,Takeaway,2023-12-21
7761,TXN_9349471,Coffee,3,2.0,6.0,Digital Wallet,DK/NS,
7762,TXN_3866162,Cake,5,3.0,15.0,Cash,Takeaway,2023-06-08
7763,TXN_7612056,Cookie,5,1.0,5.0,Credit Card,DK/NS,2023-03-08
7764,TXN_5349355,Salad,2,5.0,10.0,Digital Wallet,In-store,2023-05-10
7765,TXN_9259900,Salad,4,5.0,20.0,Digital Wallet,DK/NS,2023-08-07
7766,TXN_4650834,Salad,3,5.0,15.0,Digital Wallet,Takeaway,2023-07-14
7767,TXN_6576987,Salad,3,5.0,15.0,Credit Card,Takeaway,2023-03-12
7768,TXN_1192970,Coffee,2,2.0,4.0,Digital Wallet,Takeaway,2023-06-17
7769,TXN_7645464,Tea,5,1.5,7.5,Cash,Takeaway,2023-08-17
7770,TXN_4205860,Salad,5,5.0,25.0,DK/NS,DK/NS,2023-09-10
7771,TXN_9495855,Juice,2,3.0,6.0,Cash,In-store,2023-04-18
7772,TXN_5712248,Sandwich,5,4.0,20.0,DK/NS,Takeaway,2023-03-02
7773,TXN_4582966,Juice,2,3.0,6.0,DK/NS,DK/NS,2023-10-28
7774,TXN_4203885,Tea,3,1.5,4.5,Cash,DK/NS,2023-05-11
7775,TXN_1887083,Juice,1,3.0,3.0,Digital Wallet,DK/NS,2023-05-05
7776,TXN_5602640,Smoothie,5,4.0,20.0,DK/NS,Takeaway,2023-04-01
7777,TXN_8285410,Coffee,4,2.0,8.0,Credit Card,DK/NS,2023-09-10
7778,TXN_5654663,Juice,1,3.0,3.0,DK/NS,Takeaway,2023-07-31
7779,TXN_6687699,Salad,4,5.0,20.0,Cash,In-store,2023-09-11
7780,TXN_4331281,Cake,3,3.0,9.0,Digital Wallet,Takeaway,2023-02-03
7781,TXN_2390146,Coffee,3,2.0,6.0,DK/NS,DK/NS,2023-06-24
7782,TXN_9478033,Cake,2,3.0,6.0,DK/NS,In-store,2023-04-08
7783,TXN_8546777,Cake,4,3.0,12.0,DK/NS,In-store,2023-03-16
7784,TXN_6433362,Cookie,2,1.0,2.0,Cash,In-store,2023-12-07
7785,TXN_4991594,Smoothie,2,4.0,8.0,Credit Card,In-store,2023-12-08
7786,TXN_9016451,Cookie,3,1.0,3.0,DK/NS,DK/NS,2023-10-16
7787,TXN_3516296,Sandwich,3,4.0,12.0,DK/NS,In-store,2023-05-29
7788,TXN_9464961,Sandwich,4,4.0,16.0,Cash,In-store,2023-11-23
7789,TXN_7445257,Coffee,1,2.0,2.0,DK/NS,DK/NS,2023-04-02
7790,TXN_4463677,Salad,5,5.0,25.0,Digital Wallet,In-store,2023-02-27
7791,TXN_4886990,Salad,3,5.0,15.0,DK/NS,Takeaway,2023-12-17
7792,TXN_4962147,Cake,2,3.0,6.0,DK/NS,DK/NS,2023-02-07
7793,TXN_5575420,Smoothie,3,4.0,12.0,DK/NS,In-store,2023-06-26
7794,TXN_1687822,Salad,4,5.0,20.0,Credit Card,Takeaway,
7795,TXN_3628566,Coffee,5,2.0,10.0,DK/NS,DK/NS,2023-08-17
7796,TXN_5297746,Coffee,3,2.0,6.0,Credit Card,In-store,2023-07-11
7797,TXN_5230719,Cake,5,3.0,15.0,Credit Card,DK/NS,2023-03-23
7798,TXN_9244886,Coffee,1,2.0,2.0,DK/NS,Takeaway,2023-02-09
7799,TXN_8145813,Juice,4,3.0,12.0,Digital Wallet,In-store,2023-02-10
7800,TXN_4179797,Tea,2,1.5,3.0,DK/NS,DK/NS,2023-11-06
7801,TXN_7485379,Juice,1,3.0,3.0,Credit Card,DK/NS,2023-03-27
7802,TXN_3171150,DK/NS,1,3.0,3.0,Digital Wallet,DK/NS,2023-02-06
7803,TXN_7988991,Tea,4,1.5,6.0,Digital Wallet,In-store,
7804,TXN_3801485,Coffee,5,2.0,10.0,Credit Card,In-store,2023-11-10
7805,TXN_2312908,Coffee,3,2.0,6.0,Cash,In-store,2023-02-07
7806,TXN_6826342,DK/NS,2,3.0,6.0,Credit Card,DK/NS,2023-03-30
7807,TXN_3620213,Coffee,2,2.0,4.0,Credit Card,In-store,2023-09-09
7808,TXN_4030181,Smoothie,5,4.0,20.0,Credit Card,DK/NS,2023-09-20
7809,TXN_1664563,Smoothie,3,4.0,12.0,Cash,DK/NS,2023-04-28
7810,TXN_2002730,Smoothie,2,4.0,8.0,DK/NS,Takeaway,2023-09-27
7811,TXN_9662827,Tea,1,1.5,1.5,DK/NS,DK/NS,2023-09-30
7812,TXN_9579691,Cookie,5,1.0,5.0,Credit Card,In-store,2023-01-16
7813,TXN_4131020,Sandwich,2,4.0,8.0,Credit Card,DK/NS,2023-06-15
7814,TXN_3462602,Cake,3,3.0,9.0,Credit Card,In-store,2023-08-27
7815,TXN_1149624,Cake,3,3.0,9.0,DK/NS,DK/NS,2023-09-14
7816,TXN_2628157,Coffee,4,2.0,8.0,Digital Wallet,DK/NS,2023-10-26
7817,TXN_9152120,Sandwich,4,4.0,16.0,Cash,Takeaway,2023-03-28
7818,TXN_9018195,Cake,5,3.0,15.0,Cash,DK/NS,2023-10-07
7819,TXN_7799711,Smoothie,5,4.0,20.0,Digital Wallet,Takeaway,2023-12-03
7820,TXN_6697374,Smoothie,2,4.0,8.0,DK/NS,DK/NS,2023-07-31
7821,TXN_9014681,DK/NS,3,4.0,12.0,DK/NS,In-store,2023-01-03
7822,TXN_4366417,Sandwich,3,4.0,12.0,DK/NS,Takeaway,2023-10-10
7823,TXN_3930313,Cookie,3,1.0,3.0,Credit Card,Takeaway,
7824,TXN_7511351,Tea,4,1.5,6.0,Cash,Takeaway,2023-10-07
7825,TXN_5205595,Juice,1,3.0,3.0,DK/NS,In-store,2023-03-01
7826,TXN_8276063,Coffee,1,2.0,2.0,Credit Card,DK/NS,2023-01-06
7827,TXN_1020478,Coffee,1,2.0,2.0,Digital Wallet,Takeaway,2023-03-09
7828,TXN_5176767,Smoothie,4,4.0,16.0,DK/NS,Takeaway,2023-05-03
7829,TXN_6043396,Sandwich,3,4.0,12.0,DK/NS,In-store,2023-10-07
7830,TXN_4975029,Smoothie,4,4.0,16.0,Cash,In-store,2023-04-23
